,book_id,goodreads_book_id,best_book_id,work_id,books_count,authors,original_publication_year,title,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,language_code,genres
1592,1593,13812,13812,15983,58,Raymond E. Feist,1982,"Magician: Apprentice (The Riftwar Saga, #1)",4.17,62432,64948,1231,806,2358,10465,22606,28713,https://images.gr-assets.com/books/1408317983m/13812.jpg,eng,"['fantasy', 'fiction', 'science-fiction', 'young-adult']"
1593,1594,854757,854757,1616066,58,Jennifer Crusie,2004,Bet Me,3.95,70737,73479,3203,1759,4253,16515,24613,26339,https://images.gr-assets.com/books/1316129534m/854757.jpg,eng,"['romance', 'chick-lit', 'contemporary', 'fiction']"
1594,1595,318431,318431,2501119,113,Nelson Mandela,1994,Long Walk to Freedom,4.31,43927,47921,2585,664,1050,5745,15748,24714,https://images.gr-assets.com/books/1327997342m/318431.jpg,eng,"['biography', 'nonfiction', 'history', 'memoir']"
1595,1596,20707959,20707959,40030582,78,John Grisham,2014,Gray Mountain,3.52,37379,59387,7029,2111,6961,19259,19923,11133,https://images.gr-assets.com/books/1403704671m/20707959.jpg,eng,"['fiction', 'mystery', 'thriller', 'crime', 'suspense', 'contemporary']"
1596,1597,122,122,649656,82,Bryce Courtenay,1989,"The Power of One (The Power of One, #1)",4.34,57312,60575,4581,698,1628,6814,18645,32790,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['fiction', 'historical-fiction', 'classics', 'young-adult']"
1597,1598,29999,29999,980184,207,Dashiell Hammett,1930,The Maltese Falcon,3.92,58742,67348,3576,1107,3626,15765,25802,21048,https://images.gr-assets.com/books/1306421260m/29999.jpg,eng,"['mystery', 'fiction', 'classics', 'crime', 'thriller']"
1598,1599,8949352,8949352,13395554,45,Kristin Hannah,2011,Night Road,4.17,58028,63759,6334,679,2158,9867,24088,26967,https://images.gr-assets.com/books/1282369257m/8949352.jpg,eng,"['fiction', 'chick-lit', 'romance', 'contemporary']"
1599,1600,220970,220970,1383273,96,Lee Child,1999,"Tripwire  (Jack Reacher, #3)",4.07,55251,67495,2692,348,1899,13129,29196,22923,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['thriller', 'fiction', 'mystery', 'crime', 'suspense']"
1600,1601,26329,26329,587647,146,Daniel Goleman,1995,Emotional Intelligence: Why It Can Matter More Than IQ,3.98,47661,53141,1546,972,2454,11475,19883,18357,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['psychology', 'nonfiction', 'self-help', 'business', 'science']"
1601,1602,6585201,6585201,6778696,20,Jim Butcher,2010,"Changes (The Dresden Files, #12)",4.54,66402,72481,3289,179,541,4967,21320,45474,https://images.gr-assets.com/books/1304027244m/6585201.jpg,eng,"['fantasy', 'fiction', 'mystery', 'paranormal']"
1602,1603,773951,773951,484402,78,"Munro Leaf, Robert Lawson",1936,The Story of Ferdinand,4.35,70961,72547,1216,925,1842,9512,18694,41574,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['classics', 'fiction', 'young-adult']"
1603,1604,270805,270805,262531,13,Ellen Hopkins,2007,"Impulse (Impulse, #1)",4.29,59804,62005,3125,969,2252,8580,16502,33702,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['young-adult', 'poetry', 'fiction', 'contemporary', 'romance']"
1604,1605,6440,6440,1039021,880,Walter Scott,1819,Ivanhoe,3.75,65828,71368,1780,1770,5665,20339,24748,18846,https://images.gr-assets.com/books/1405336818m/6440.jpg,eng,"['classics', 'historical-fiction', 'fiction', 'romance']"
1605,1606,86663,86663,3184483,43,Janet Evanovich,2004,"Ten Big Ones (Stephanie Plum, #10)",4.13,76052,80895,1809,231,1800,16072,31940,30852,https://images.gr-assets.com/books/1171076278m/86663.jpg,eng,"['mystery', 'fiction', 'chick-lit', 'romance', 'crime', 'contemporary']"
1606,1607,32506,32506,32671,115,Michael Connelly,1996,"The Poet (Jack McEvoy, #1; Harry Bosch Universe, #5)",4.19,56191,60785,1912,463,1421,9481,24104,25316,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['mystery', 'fiction', 'crime', 'thriller', 'suspense']"
1607,1608,7719245,7719245,6949381,39,Kiersten White,2010,"Paranormalcy (Paranormalcy, #1)",3.91,79959,82832,5783,2417,5678,18581,26208,29948,https://images.gr-assets.com/books/1496938681m/7719245.jpg,eng,"['young-adult', 'paranormal', 'fantasy', 'romance']"
1608,1609,7351574,7351574,9115558,20,Mark Cotta Vaz,2010,"Eclipse: The Complete Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #3)",4.44,50084,50375,122,560,1200,6140,10023,32452,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['young-adult', 'fantasy', 'romance', 'paranormal', 'fiction']"
1609,1610,13127599,13127599,15184744,41,Adriana Trigiani,2012,The Shoemaker's Wife,3.98,53378,62046,7329,792,2976,13162,25169,19947,https://images.gr-assets.com/books/1329256279m/13127599.jpg,eng,"['historical-fiction', 'fiction', 'romance', 'chick-lit']"
1610,1611,784911,784911,770911,47,Brandon Mull,2006,"Rise of the Evening Star (Fablehaven, #2)",4.16,79266,81742,3381,2077,2777,12524,26994,37370,https://images.gr-assets.com/books/1386633982m/784911.jpg,eng,"['fantasy', 'young-adult', 'fiction']"
1611,1612,10305231,10305231,15207309,80,"Nora Roberts, MacLeod Andrews",2011,"The Next Always (Inn BoonsBoro, #1)",4.11,54777,63081,3355,962,2449,11776,21571,26323,https://images.gr-assets.com/books/1491591796m/10305231.jpg,eng,"['romance', 'fiction', 'contemporary', 'chick-lit', 'paranormal']"
1612,1613,2195464,2195464,2475030,120,"Haruki Murakami, Philip Gabriel",2007,What I Talk About When I Talk About Running,3.79,49344,61740,6144,820,3864,17403,25073,14580,https://images.gr-assets.com/books/1473397159m/2195464.jpg,eng,"['nonfiction', 'memoir', 'biography', 'sports']"
1613,1614,8680278,8680278,12901545,39,Jenny Han,2011,"We'll Always Have Summer (Summer, #3)",4.17,68112,71387,5139,1305,3605,11571,19752,35154,https://images.gr-assets.com/books/1327054226m/8680278.jpg,eng,"['young-adult', 'romance', 'contemporary', 'fiction', 'chick-lit']"
1614,1615,6480781,6480781,6672023,60,"Andre Agassi, J.R. Moehringer",2009,Open,4.18,47185,52701,4781,653,1512,7611,20869,22056,https://images.gr-assets.com/books/1320520930m/6480781.jpg,eng,"['biography', 'nonfiction', 'sports', 'memoir']"
1615,1616,136782,136782,833565,113,Anthony Horowitz,2000,"Stormbreaker (Alex Rider, #1)",3.97,67602,72339,4333,1030,3881,16378,26045,25005,https://images.gr-assets.com/books/1288354739m/136782.jpg,eng,"['young-adult', 'fiction', 'mystery', 'thriller']"
1616,1617,21745,21745,497415,82,"Lee Child, Dick Hill",2002,"Without Fail (Jack Reacher, #6)",4.16,53411,63467,1787,300,1283,10727,26737,24420,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['thriller', 'fiction', 'mystery', 'crime', 'suspense']"
1617,1618,95617,95617,883913,36,"Francine Rivers, Richard Ferrone",1993,"A Voice in the Wind (Mark of the Lion, #1)",4.6,55556,56920,2647,680,903,3382,10680,41275,https://images.gr-assets.com/books/1459567327m/95617.jpg,eng,"['historical-fiction', 'christian', 'fiction', 'romance', 'religion']"
1618,1619,8726744,8726744,14194990,11,Stephenie Meyer,2005,"The Twilight Saga Complete Collection  (Twilight, #1-4 + 3.5)",4.31,56827,57789,335,2262,2306,6572,10599,36050,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['fantasy', 'young-adult', 'romance', 'paranormal', 'fiction']"
1619,1620,14817,14817,1527439,97,Philip K. Dick,1977,A Scanner Darkly,4.04,54014,61544,2181,767,2537,12216,24238,21786,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['science-fiction', 'fiction', 'classics', 'thriller', 'mystery', 'crime']"
1620,1621,6452796,6452796,6643001,63,Daniel H. Pink,2008,Drive: The Surprising Truth About What Motivates Us,3.95,55889,59900,3120,1364,2883,12674,23552,19427,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['nonfiction', 'business', 'psychology', 'self-help', 'science']"
1621,1622,162898,162898,2621763,798,Mark Twain,1889,A Connecticut Yankee in King Arthur's Court,3.76,50112,75361,2050,1764,5414,21300,27903,18980,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['classics', 'fiction', 'fantasy', 'historical-fiction', 'science-fiction']"
1622,1623,106069,106069,680248,36,"Jeph Loeb, Tim Sale, Gregory Wright, Richard Starkings",1997,Batman: The Long Halloween,4.29,54781,58640,1670,767,1573,7332,18937,30031,https://images.gr-assets.com/books/1350137101m/106069.jpg,eng,"['comics', 'graphic-novels', 'fiction', 'mystery', 'crime']"
1623,1624,298275,298275,1319935,187,"Jean-Paul Sartre, Lloyd Alexander, Hayden Carruth",1938,Nausea,3.91,50876,60910,1959,1414,3923,13419,22059,20095,https://images.gr-assets.com/books/1377674928m/298275.jpg,eng,"['philosophy', 'fiction', 'classics']"
1624,1625,1846,1846,5967,75,John Eldredge,2001,Wild at Heart: Discovering the Secret of a Man's Soul,3.93,50215,52613,1581,2397,3616,9966,16037,20597,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['christian', 'nonfiction', 'religion', 'spirituality', 'self-help']"
1625,1626,5217282,5217282,3295041,12,Brandon Mull,2009,"Secrets of the Dragon Sanctuary (Fablehaven, #4)",4.35,60744,62571,2700,925,1306,6784,19284,34272,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['fantasy', 'young-adult', 'fiction']"
1626,1627,3507,3507,3095104,49,Janet Evanovich,2006,"Twelve Sharp (Stephanie Plum, #12)",4.14,74747,79373,1971,245,1783,15590,31095,30660,https://images.gr-assets.com/books/1316727699m/3507.jpg,eng,"['mystery', 'fiction', 'chick-lit', 'romance', 'crime', 'contemporary']"
1627,1628,12287209,12287209,17263666,12,Hugh Howey,2011,"Wool (Wool, #1)",4.12,59191,59744,3651,982,2571,9520,22139,24532,https://images.gr-assets.com/books/1327889474m/12287209.jpg,eng,"['science-fiction', 'fiction', 'fantasy', 'young-adult']"
1628,1629,13662,13662,1322146,118,Ursula K. Le Guin,1970,"The Tombs of Atuan (Earthsea Cycle, #2)",4.07,61457,66964,1730,660,2374,13303,25693,24934,https://images.gr-assets.com/books/1417900879m/13662.jpg,eng,"['fantasy', 'fiction', 'young-adult', 'classics', 'science-fiction']"
1629,1630,3475161,3475161,3516480,28,Jim Butcher,2009,"Turn Coat (The Dresden Files, #11)",4.45,64089,70082,2144,97,364,5657,26094,37870,https://images.gr-assets.com/books/1304027128m/3475161.jpg,eng,"['fantasy', 'fiction', 'mystery', 'paranormal']"
1630,1631,608474,608474,21539872,846,"Arthur Conan Doyle, Peter Ackroyd, Ed Glinert",1890,The Sign of Four,3.96,60469,72378,3132,446,2684,18124,29478,21646,https://images.gr-assets.com/books/1299346921m/608474.jpg,eng,"['classics', 'mystery', 'fiction', 'crime', 'historical-fiction']"
1631,1632,967494,967494,952391,34,Jan Brett,1929,The Mitten,4.23,66701,67185,968,732,2383,11271,18933,33866,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['fiction', 'classics', 'fantasy']"
1632,1633,31338,31338,2925946,61,Anne Rice,1995,"Memnoch the Devil (The Vampire Chronicles, #5)",3.73,62641,67388,1373,2335,6781,18146,19292,20834,https://images.gr-assets.com/books/1301778006m/31338.jpg,eng,"['horror', 'fantasy', 'fiction', 'paranormal']"
1633,1634,2402971,2402971,3216911,69,Michael Scott,2008,"The Magician (The Secrets of the Immortal Nicholas Flamel, #2)",4.09,67539,71690,2558,891,2685,13791,26201,28122,https://images.gr-assets.com/books/1320396250m/2402971.jpg,eng,"['fantasy', 'young-adult', 'fiction']"
1634,1635,766955,766955,434352,39,"Doreen Cronin, Betsy Lewin",1999,"Click, Clack, Moo: Cows That Type",4.23,67171,67998,2220,1028,2671,10968,18473,34858,https://images.gr-assets.com/books/1423222939m/766955.jpg,eng,"['fiction', 'fantasy']"
1635,1636,1412138,1412138,1178926,33,Patricia Briggs,2008,"Iron Kissed (Mercy Thompson, #3)",4.36,83051,88443,3002,318,1191,10100,31538,45296,https://images.gr-assets.com/books/1358229529m/1412138.jpg,eng,"['fantasy', 'paranormal', 'romance', 'fiction']"
1636,1637,9378297,9378297,14261925,50,Kendare Blake,2011,"Anna Dressed in Blood (Anna, #1)",3.96,72732,78236,8656,2227,4806,16096,26004,29103,https://images.gr-assets.com/books/1398637405m/9378297.jpg,eng,"['young-adult', 'horror', 'paranormal', 'fantasy', 'romance', 'fiction', 'mystery']"
1637,1638,253058,253058,1964458,55,"Terry Goodkind, Dick Hill",1997,"Temple of the Winds (Sword of Truth, #4)",4.03,57476,62708,835,1127,3324,12471,21718,24068,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['fantasy', 'fiction', 'romance']"
1638,1639,310146,310146,997358,51,Avi,1990,The True Confessions of Charlotte Doyle,3.81,67608,70206,2750,2052,5333,17956,23475,21390,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['historical-fiction', 'young-adult', 'fiction', 'classics']"
1639,1640,4929705,4929705,4995331,59,Robert Goolrick,2009,A Reliable Wife,3.25,58348,68241,9542,4195,10812,24592,20908,7734,https://images.gr-assets.com/books/1404576577m/4929705.jpg,eng,"['fiction', 'historical-fiction', 'mystery', 'romance', 'suspense']"
1640,1641,248596,248596,1183550,136,Ray Bradbury,1962,"Something Wicked This Way Comes (Green Town, #2)",3.95,64813,71886,4526,1121,3850,15942,27380,23593,https://images.gr-assets.com/books/1409596011m/248596.jpg,eng,"['horror', 'fantasy', 'fiction', 'classics', 'science-fiction', 'young-adult', 'mystery']"
1641,1642,11334,11334,3215642,86,Toni Morrison,1977,Song of Solomon,4.01,59756,63633,2356,1255,3248,12645,23232,23253,https://images.gr-assets.com/books/1451448230m/11334.jpg,eng,"['fiction', 'classics', 'historical-fiction']"
1642,1643,318525,318525,5054712,65,Tom Clancy,1986,Red Storm Rising,4.14,54930,58980,842,504,2047,10861,21074,24494,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['fiction', 'thriller', 'suspense', 'mystery', 'historical-fiction']"
1643,1644,227571,227571,3332231,30,Leif Enger,2001,Peace Like a River,3.98,59642,61617,6128,1061,3450,13018,22443,21645,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['fiction', 'historical-fiction', 'contemporary']"
1644,1645,22285,22285,2902758,61,Chuck Palahniuk,2007,Rant,3.82,49255,52780,2720,1508,4622,12588,17321,16741,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['fiction', 'science-fiction', 'horror', 'contemporary', 'thriller']"
1645,1646,9534,9534,2528139,44,Orson Scott Card,2000,"Shadow of the Hegemon (Ender's Shadow, #2)",3.93,58991,62261,1402,521,2740,15150,26062,17788,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['science-fiction', 'fiction', 'fantasy', 'young-adult']"
1646,1647,7704143,7704143,10406860,13,أحمد مراد,2010,تراب الماس,4.09,43016,45608,4027,995,2050,7402,16743,18418,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,ara,"['fiction', 'crime', 'thriller', 'contemporary', 'fantasy']"
1647,1648,505304,505304,493345,39,"Janette Sebring Lowrey, Gustaf Tenggren",1942,The Poky Little Puppy (A Little Golden Book),4.08,62571,63754,707,1261,3654,13263,15823,29753,https://images.gr-assets.com/books/1320424154m/505304.jpg,eng,"['fiction', 'classics', 'young-adult']"
1648,1649,5196,5196,2485770,73,Maeve Binchy,1998,Tara Road,3.88,60154,63312,1755,775,3273,16628,24613,18023,https://images.gr-assets.com/books/1403194637m/5196.jpg,eng,"['fiction', 'chick-lit', 'romance', 'contemporary']"
1649,1650,37677,37677,6180419,148,Jack London,1906,The Call of the Wild/White Fang,4.08,61126,63385,483,1001,2750,12179,21498,25957,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['classics', 'fiction', 'historical-fiction', 'young-adult']"
1650,1651,13188676,13188676,40181098,41,Tahereh Mafi,2014,"Ignite Me (Shatter Me, #3)",4.44,83767,90571,11887,1250,2349,8392,21686,56894,https://images.gr-assets.com/books/1375972497m/13188676.jpg,eng,"['young-adult', 'fantasy', 'romance', 'science-fiction', 'paranormal', 'fiction']"
1651,1652,568645,568645,2796618,55,Ally Carter,2007,"Cross My Heart and Hope to Spy (Gallagher Girls, #2)",4.13,69733,73404,3079,1351,2980,13191,23328,32554,https://images.gr-assets.com/books/1342448094m/568645.jpg,eng,"['young-adult', 'romance', 'mystery', 'contemporary', 'fiction', 'chick-lit']"
1652,1653,285205,285205,2577848,40,Patricia Briggs,2007,"Blood Bound (Mercy Thompson, #2)",4.31,84677,90510,3154,278,1259,11617,34357,42999,https://images.gr-assets.com/books/1358229157m/285205.jpg,eng,"['fantasy', 'paranormal', 'romance', 'fiction']"
1653,1654,12216302,12216302,17189468,19,Jim Butcher,2012,"Cold Days (The Dresden Files, #14)",4.51,57779,66009,4146,118,504,4698,21232,39457,https://images.gr-assets.com/books/1345145377m/12216302.jpg,eng,"['fantasy', 'fiction', 'mystery', 'paranormal']"
1654,1655,17204,17204,2209036,58,Kate Jacobs,2006,"The Friday Night Knitting Club (Friday Night Knitting Club, #1)",3.41,60812,65065,8046,2739,8547,23141,20621,10017,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['fiction', 'chick-lit', 'contemporary', 'romance']"
1655,1656,38743,38743,2752234,53,James Herriot,1973,All Things Bright and Beautiful (All Creatures Great and Small),4.3,57626,59698,742,1075,1295,7347,19029,30952,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['nonfiction', 'memoir', 'biography', 'classics']"
1656,1657,6759,6759,3271542,56,David Foster Wallace,1996,Infinite Jest,4.31,46742,56737,7051,2185,2534,5156,12252,34610,https://images.gr-assets.com/books/1446876799m/6759.jpg,eng,"['fiction', 'classics', 'contemporary', 'philosophy']"
1657,1658,18297707,18297707,21868234,53,Emma Chase,2013,"Tangled (Tangled, #1)",4.12,59705,90224,8633,2243,4107,14308,29042,40524,https://images.gr-assets.com/books/1375808439m/18297707.jpg,eng,"['romance', 'contemporary', 'chick-lit', 'fiction']"
1658,1659,530965,530965,188517,162,John Wyndham,1951,The Day of the Triffids,4,58945,65796,2372,643,2695,14438,26577,21443,https://images.gr-assets.com/books/1320530145m/530965.jpg,eng,"['science-fiction', 'fiction', 'classics', 'horror', 'fantasy']"
1659,1660,9850443,9850443,14741473,66,"Patrick deWitt, Marcelo Barbão",2011,The Sisters Brothers,3.83,51694,59547,7002,1001,3418,14340,26611,14177,https://images.gr-assets.com/books/1291999900m/9850443.jpg,eng,"['fiction', 'historical-fiction', 'crime']"
1660,1661,6905012,6905012,7129188,40,Shilpi Somaya Gowda,2010,Secret Daughter,3.97,52734,58998,4904,502,2337,12696,26379,17084,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['fiction', 'contemporary']"
1661,1662,6693,6693,44775,183,"Roald Dahl, Quentin Blake",1970,Fantastic Mr. Fox,4.03,66015,75149,2813,740,3331,16818,26508,27752,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['fiction', 'fantasy', 'classics', 'young-adult']"
