,1,2,3,4,5,6,7,8,9,10
The Legend of Sleepy Hollow and Other Stories,9472,8899,6302,1204,3580,2370,390,7327,8838,97
Heretics of Dune (Dune Chronicles #5),2817,1262,2045,1105,9749,8049,298,9675,5429,972
The Cross and the Switchblade,4163,5682,5643,9231,8310,3972,4346,6613,2963,2266
"Captain's Fury (Codex Alera, #4)",2518,2631,1479,2407,2448,8424,1394,1450,1340,1363
"Damned (Damned, #1)",8874,2011,9900,1124,6266,4392,4647,3957,4962,9782
Rules,3991,3439,4934,9069,7350,594,4256,2338,4351,1558
Swamplandia!,3505,637,3269,6181,7711,4487,7172,6935,7900,5187
"The Last Coyote (Harry Bosch, #4; Harry Bosch Universe, #4)",3982,3965,4025,3280,3198,3705,4590,3366,2751,3870
Salt: A World History,6996,8433,6612,408,9834,7917,6064,3675,1969,8721
Villette,451,1771,961,1073,10,230,2026,829,171,3699
Reamde,4864,7670,2272,8029,5461,8271,5843,6730,8128,7766
"Soul Music (Discworld, #16; Death, #3)",2658,3359,1924,5099,2452,3000,2469,3362,2109,1089
"Notorious Nineteen (Stephanie Plum, #19)",2264,2800,3053,2094,3391,2138,1959,5139,1821,1694
The Greatest Show on Earth: The Evidence for Evolution,6065,900,4120,5690,1985,6202,5784,4477,8000,2205
"Sin City, Vol. 1: The Hard Goodbye (Sin City, #1)",8214,3942,3995,6461,1950,5312,6445,4012,1623,6196
The Greatest Salesman in the World,9249,4702,2660,9275,4364,4059,7873,3493,5675,4404
"Casino Royale (James Bond, #1)",7089,4560,8334,7427,6223,8864,8837,989,8786,9233
"The Bronze Horseman (The Bronze Horseman, #1)",4471,6158,3710,7073,1813,5677,6789,4497,5866,9652
Sula,1642,5629,763,468,3523,2578,6934,8080,8039,6389
"The Atlantis Gene (The Origin Mystery, #1)",7004,6015,4903,3987,6379,7726,9224,9879,9248,4123
"The Red Queen (The Plantagenet and Tudor Novels, #3)",4243,764,3354,3729,6577,4532,1501,9119,700,186
"Something About You (FBI/US Attorney, #1)",6494,9160,6476,8351,9377,8129,8883,8144,9558,5649
Mr. Brown Can Moo! Can You?,5265,2095,1348,9698,3047,5303,4877,798,3363,4261
"Black House (The Talisman, #2)",915,1248,2352,3735,1498,1607,9559,1423,367,609
Marvel 1602,6775,3055,568,8159,6331,9956,2678,4019,9441,9465
"Act of Treason (Mitch Rapp, #9)",2830,3786,2622,3470,2835,3167,2920,3190,3214,3449
The Dog Stars,4383,5563,9599,3551,2945,4361,8124,7299,5125,4964
The Spy Who Came In from the Cold,4286,9233,2375,8786,8849,5756,989,4560,8245,7089
"Academ's Fury (Codex Alera, #2)",2631,2493,1479,2407,2448,8424,1394,8154,3974,389
"When the Wind Blows (When the Wind Blows, #1)",3455,2737,2547,1260,3223,3162,2277,3713,4813,5966
"1Q84 BOOK 1 (1Q84, #1)",8223,520,6120,1082,430,3540,380,3708,1703,1205
The Pilgrimage,5318,5812,9473,1663,1835,1506,4160,1206,2902,708
"The Hard Way (Jack Reacher, #10)",2245,1358,2429,2135,1424,3144,2393,1600,477,1617
The Incredible Journey,6495,5658,2990,1656,59,5069,1493,1772,2315,8331
March,3504,8435,9990,6521,95,930,5152,3889,2124,3776
"A Wanted Man (Jack Reacher, #17)",1876,1838,2121,2522,3144,1358,3690,2016,2135,1424
"All-Star Superman, Vol. 1",7270,9660,9601,9126,1623,7299,2678,8159,5980,735
"A Song of Ice and Fire (A Song of Ice and Fire, #1-5)",1995,1496,3775,4006,2149,6497,8155,39,3282,6356
"Dark Witch (The Cousins O'Dwyer Trilogy, #1)",4957,907,1400,7206,2858,4402,2372,1966,3168,1680
"Dark Flame (The Immortals, #4)",3031,1830,2715,1861,415,600,945,2593,224,9056
The Widow,61,3466,811,5726,4900,1508,2216,1551,3312,1345
"The Black Circle (The 39 Clues, #5)",2891,3060,2909,2477,2756,2427,3624,5633,4207,6562
"The Prince (The Selection, #0.5)",4195,5974,5712,206,506,423,8869,9920,2364,6597
"The Winner's Curse (The Winner's Trilogy, #1)",4299,6423,2941,1472,2587,1022,4193,2626,5875,2983
Push,8840,591,1700,9974,707,9909,1403,2961,3021,6057
The Story of a New Name (The Neapolitan Novels #2),3294,3722,1187,5578,8498,2840,6460,6704,7848,7711
"2010: Odyssey Two (Space Odyssey, #2)",5470,5982,6509,5676,503,9447,8432,897,5073,1687
"Soul Eater, Vol. 01 (Soul Eater, #1)",9598,9319,1352,8599,6576,9983,2460,8890,6452,7966
Ordinary Grace,437,313,5222,4469,2221,6355,459,2840,7155,5674
Last Man Standing,3537,1150,3945,4294,7463,1534,3357,4618,2383,4040
American Born Chinese,1678,1422,1265,490,3248,6775,9378,568,9458,7422
Peter Pan (A Little Golden Book),3662,4206,3575,5898,3658,8665,9120,4812,4245,3539
"Ten Tiny Breaths (Ten Tiny Breaths, #1)",539,6044,1165,1130,7729,2726,9256,2141,5746,5866
The Thousand Autumns of Jacob de Zoet,2018,8348,2037,2700,3425,1912,8166,7384,7379,1729
Dr. Faustus,8896,714,7074,824,3948,353,154,6417,125,7353
Dance with the Devil (Dark-Hunter #3),3454,3382,5659,4105,4556,4781,5760,5218,4030,7576
Lipstick Jungle,5355,78,2610,1913,4009,647,3016,5305,8765,3656
"Violets Are Blue (Alex Cross, #7)",2398,2737,2214,2012,2277,2184,2981,3066,3223,242
"Awaken the Giant Within: How to Take Immediate Control of Your Mental, Emotional, Physical and Financial Destiny!",4702,9292,1188,5786,1750,3495,1330,3059,5610,9765
"Blue Moon (Anita Blake, Vampire Hunter, #8)",2341,2550,2303,2605,1553,3510,2911,2224,3990,3832
"Burnt Offerings (Anita Blake, Vampire Hunter, #7)",2549,2341,2303,2605,2224,1553,2911,3510,3990,3608
"The Silent Sister (Riley MacPherson, #1)",939,811,8314,4900,3873,3312,2717,2856,2872,2273
Player Piano,4517,3068,3600,5330,3202,9972,7338,405,2098,2172
"The Lost World (Professor Challenger, #1)",5508,618,446,706,8979,3594,1631,6187,699,514
"Monstrous Regiment (Discworld, #31; Industrial Revolution, #3)",2677,3362,3200,1924,2086,1337,5099,894,2881,2718
Kindred,9768,8517,4047,8128,8893,8840,7145,9848,7120,5254
"The Long Winter (Little House, #6)",1956,2324,2571,1489,3234,681,544,740,5827,93
"Boundaries: When to Say Yes, How to Say No to Take Control of Your Life",412,7404,4404,3774,8513,513,5919,2263,1621,3931
"Blue Lily, Lily Blue (The Raven Cycle, #3)",1782,928,3441,1022,1668,2587,3241,2814,5085,7148
Portnoy's Complaint,9689,6045,7135,8923,7794,7734,4671,4983,476,9232
The 21 Irrefutable Laws of Leadership: Follow Them and People Will Follow You,5228,5675,2327,5873,5483,5786,6922,3059,5796,4397
Cat's Eye,3837,1845,5257,883,6675,8337,3889,5948,9516,6024
"The Perfect Game (The Perfect Game, #1)",6415,6803,5904,2972,5530,6099,3589,5998,3297,3426
"Monsters of Men (Chaos Walking, #3)",2301,9725,1050,4350,7057,7062,6301,3241,3337,6616
"Shadow of the Giant (Ender's Shadow, #4)",1646,2312,760,1213,838,8448,4138,9723,7490,6701
Wonderstruck,808,5535,9381,4934,9209,5516,3164,7305,7685,8438
Simple Abundance:  A Daybook of Comfort and Joy,680,4462,4252,3399,1330,1507,3026,7712,6426,3196
"Blood Red Road (Dust Lands, #1)",6861,6679,2294,7452,6722,1413,4705,2377,3551,3084
"The 6th Target (Women's Murder Club, #6)",1763,2261,2773,1379,1858,336,3517,3622,3801,4377
"A Princess of Mars (Barsoom, #1)",8406,2898,6653,9653,547,3833,651,5247,8207,9376
"MaddAddam (MaddAddam, #3)",1405,7640,572,742,1837,929,365,886,4461,5956
"These Happy Golden Years (Little House, #8)",1956,2324,2556,1489,544,3234,681,740,5827,540
Color: A Natural History of the Palette,6996,8433,3782,7861,8605,1756,524,8259,8604,4115
Skipping Christmas,9406,3148,5270,1274,9142,7739,1575,8213,5184,5555
"The Black Ice (Harry Bosch, #2; Harry Bosch Universe, #2)",3870,3982,4025,3366,3965,902,3280,2497,3705,4590
Home Front,1599,3290,3067,3386,5741,692,3042,1406,5361,4089
"Beautiful Stranger (Beautiful Bastard, #2)",3732,1143,7051,8758,5266,9703,8342,7322,4198,9467
"The Sweet Far Thing (Gemma Doyle, #3)",1944,586,7655,4233,1397,1172,9976,6891,1137,918
A Lesson Before Dying,57,853,2508,1185,8840,734,7685,8122,468,2240
SantaLand Diaries,1923,943,344,372,534,101,2615,7186,4046,2233
See Me,1098,302,5219,286,3987,5916,7221,821,716,1459
"Mini Shopaholic (Shopaholic, #6)",1063,952,1436,6676,955,5305,509,5817,634,308
Harry the Dirty Dog,7891,601,2260,876,1765,2446,3232,2181,7850,3509
All Fall Down,3401,5614,2708,2589,8434,1748,7545,262,8739,5987
Down and Out in Paris and London,4197,8329,4004,6559,2247,4638,6274,8996,6785,8524
"Maid-sama! Vol. 01 (Maid-sama!, #1)",9781,7712,6452,7680,8599,8172,9695,9851,9321,8890
Griffin and Sabine (Griffin & Sabine #1),5950,4848,9821,1957,8488,9470,8937,3203,3520,6756
"Ruin and Rising (Shadow and Bone, #3)",1743,1000,2814,2558,6423,7148,1502,4193,5875,9976
يوتوبيا,5990,1647,6198,9683,8634,9610,7790,1372,9829,8128
Certain Girls (Cannie Shapiro #2),1748,4431,2704,2708,465,1879,2583,310,3912,8983
Tiny Beautiful Things: Advice on Love and Life from Dear Sugar,7009,9651,352,5623,1672,852,1371,6583,290,1040
"Beyond the Highland Mist (Highlander, #1)",4210,6970,5324,5912,5323,7346,7167,9031,3265,7536
The Stranger Beside Me: Ted Bundy The Shocking Inside Story,5518,6693,5225,975,8323,6147,538,2346,8879,5090
"Stargazer (Evernight, #2)",3165,5473,2134,6783,7460,783,7926,805,814,1971
Rising Sun,1592,660,6113,1564,487,693,5343,640,3797,5739
The Other Side of Midnight (Midnight #1),6306,4353,5525,3640,6324,3029,4756,5423,6200,4924
"The Reversal (Harry Bosch, #16; Mickey Haller, #4; Harry Bosch Universe, #19)",2384,2639,3507,2893,4437,3467,521,3280,3870,3982
Wayside School Is Falling Down (Wayside School #2),7468,1383,999,184,4042,4658,8031,561,2750,8856
The Invisible Bridge,9621,1256,7641,3206,143,8036,6090,2854,6009,5711
"The Fall of Five (Lorien Legacies, #4)",4002,1716,6815,1008,2356,1556,340,750,1169,7554
The Mayor of Casterbridge,5931,1088,103,116,559,58,6104,413,829,2026
The Red Pony,730,58,116,32,131,130,28,395,1161,194
"The Devil's Star (Harry Hole, #5)",3380,3647,5240,1744,4247,1882,2431,5082,5289,7179
Here on Earth,2087,1386,3468,1675,1762,3787,847,1567,1649,8779
"Taltos (Lives of the Mayfair Witches, #3)",2347,3340,4579,3128,898,7260,1993,4251,8269,4192
"Obsidian Butterfly (Anita Blake, Vampire Hunter, #9)",2549,2550,2303,2341,3510,2911,1553,3990,2224,3832
"The Daylight War (Demon Cycle, #3)",1731,2160,5217,1412,1429,3534,1356,3725,3798,859
The Appeal,1733,1388,343,963,1301,227,596,281,1037,833
"The Woman Who Rides Like a Man (Song of the Lioness, #3)",1863,1857,3536,3648,3497,3663,4194,2959,2783,1480
"Midnight Riot (Peter Grant, #1)",5956,8645,7374,6499,2471,5494,9868,4498,1623,2922
Lucy Sullivan Is Getting Married,3016,1913,2938,1711,3998,1713,3011,78,269,4732
"A Hat Full of Sky (Discworld, #32; Tiffany Aching, #2)",2271,2944,2086,3000,2881,2501,1722,3547,2470,5099
"A Suitable Boy (A Suitable Boy, #1)",2854,5448,6867,6030,5054,7879,8015,8175,3143,2209
We Should All Be Feminists,6491,2739,7199,3885,5820,9999,2627,4852,4834,3491
"River Marked (Mercy Thompson, #6)",1962,3378,1889,1636,4305,4997,1653,3408,2126,980
I Like You: Hospitality Under the Influence,2579,1096,4638,7522,5777,1761,574,5510,1265,3661
"Pattern Recognition (Blue Ant, #1)",3006,3884,6165,5630,3573,5591,7603,9393,1519,9424
The Kind Worth Killing,8839,2396,6479,8900,5650,2360,1786,4176,6699,3312
"1,000 Places to See Before You Die",6453,8789,7770,8524,6746,7249,6157,7375,5155,1460
"Physik (Septimus Heap, #3)",2291,1323,3044,4782,5352,314,1155,1298,1554,1137
Boy: Tales of Childhood,7103,7266,8192,1595,5493,1656,416,8857,1487,9291
Traveling Mercies: Some Thoughts on Faith,5215,2044,4861,7059,7117,2781,9176,472,9587,8120
"Memorial Day (Mitch Rapp, #7)",2835,2920,3470,3167,2830,2515,3190,3786,3214,2059
"Wild Magic (Immortals, #1)",2783,3648,2959,3536,3497,4194,2802,3244,1863,1857
Prelude to Foundation,3072,2196,2646,789,890,5782,9463,276,4585,1914
"You Are Special (Wemmicksville, #1)",8213,6902,6003,7417,3596,9239,998,7364,549,6995
"The Wrath and the Dawn (The Wrath and the Dawn, #1)",1353,2254,774,252,5842,842,2116,5118,6423,2734
Half the Sky: Turning Oppression into Opportunity for Women Worldwide,6287,3491,9999,6905,3528,2613,5545,7199,6884,6491
Why We Broke Up,5436,5320,8217,9373,2812,5628,4563,9617,1722,8543
"The Assassin's Blade (Throne of Glass, #0.1-0.5)",1022,1264,752,2167,393,7373,7621,9591,7642,8668
American Wife,2000,4920,5587,8091,8356,9177,3812,8434,8489,8691
"Cursor's Fury (Codex Alera, #3)",2518,2493,1479,2407,2448,8424,1394,565,1450,1340
"The Sparrow (The Sparrow, #1)",8128,9538,3403,7113,2210,5707,3247,5306,4726,6169
Mercy,2991,2433,908,1685,1426,1149,2883,331,1842,1532
"The Paper Magician (The Paper Magician Trilogy, #1)",4808,6538,4710,8507,1400,1860,978,9976,7691,7164
"Act Like a Lady, Think Like a Man: What Men Really Think About Love, Relationships, Intimacy, and Commitment",700,1855,2884,7259,8499,7024,9513,3500,5119,4204
"Destiny of the Republic: A Tale of Madness, Medicine and the Murder of a President",7612,5664,2790,8220,3421,2174,366,8964,3104,9997
We Have Always Lived in the Castle,1954,512,2157,5389,3131,7176,7037,95,4584,3820
Love and Respect: The Love She Most Desires; The Respect He Desperately Needs,5727,412,1747,4262,7188,1998,5234,4615,6886,6094
"The Brass Verdict (Harry Bosch, #14; Mickey Haller, #2; Harry Bosch Universe, #17)",2596,2384,521,3507,3280,2574,3982,4437,4673,2497
Dark Force Rising,2977,1862,7411,9429,8222,6431,8291,7864,9814,8670
"Never Go Back (Jack Reacher, #18)",1838,1876,2768,2525,8299,1358,2245,2774,2121,2522
The Two Princesses of Bamarre,6628,4311,4233,1452,6765,1175,9855,3132,263,3860
Black Boy,5399,765,4597,317,87,1411,1691,468,9648,3523
Cane River,1909,734,8449,1317,265,1159,33,1256,4044,142
"Phantom (Sword of Truth, #10)",2458,1989,2399,1638,2219,1536,1759,2461,1071,6691
Foundation and Earth (Foundation #5),2196,2624,3072,789,890,5782,1914,276,3754,9463
Flags of Our Fathers,4749,9084,5885,6038,7360,3631,1313,6131,7046,9522
"The World of Winnie-the-Pooh (Winnie-the-Pooh, #1-2)",444,2078,1253,1823,826,59,868,335,545,93
The Story of My Experiments With Truth,2252,6559,3966,1595,9291,6687,2620,9960,765,4171
It's Not About the Bike: My Journey Back to Life,7849,5524,8515,3225,1844,7131,5798,9291,8661,1515
Undaunted Courage: The Pioneering First Mission to Explore America's Wild Frontier,3488,3307,1333,870,3142,2917,1734,687,3208,9337
H is for Hawk,7049,8580,4704,4560,6156,6824,4435,983,1272,3707
Us,1866,5958,5910,4685,5614,8193,4547,8166,1212,5649
"Sojourn (Forgotten Realms: The Dark Elf Trilogy, #3; Legend of Drizzt, #3)",2416,2808,3393,1880,4257,4914,3989,3500,5168,7578
"Ender's Game, Volume 1: Battle School (Ender's Saga)",7945,70,760,4049,2900,2767,6527,3191,6720,8594
"Kimi ni Todoke: From Me to You, Vol. 1",7712,6312,810,7516,8599,6651,9319,9906,8172,7680
False Memory,3803,4795,4387,2735,5026,4085,5775,4713,6073,3806
"Moving Pictures (Discworld, #10; Industrial Revolution, #1)",2109,2452,2501,5099,3359,1089,1343,1924,2271,2944
"Captive in the Dark (The Dark Duet, #1)",3199,8442,7125,6711,9755,9242,4403,8955,5098,1169
As a Man Thinketh,1507,4364,3196,9275,5675,5487,8014,4702,5610,2505
Bonk: The Curious Coupling of Science and Sex,758,3545,3789,3933,5256,3782,2841,4661,1527,7398
"Midnight Alley (The Morganville Vampires, #3)",3336,3176,3687,3326,5060,3862,4446,3970,6624,1696
The Little Paris Bookshop,678,3260,1990,8816,7209,8902,6227,6958,8346,5687
Sweet Tooth,2137,9588,6036,668,822,6837,4551,5553,9483,673
"Twisted Perfection (Rosemary Beach, #5; Perfection, #1)",4662,1994,8364,3040,2364,6803,812,1295,3666,8762
"Executive Orders (Jack Ryan Universe, #9)",2859,628,5655,2242,785,2730,5144,288,5876,1972
One Thousand Gifts: A Dare to Live Fully Right Where You Are,7590,9518,9932,6886,3448,5968,3931,2963,797,8310
Psycho,6280,9104,4613,7469,731,6130,3817,1868,1974,4701
"Ship of Magic (Liveship Traders, #1)",3278,3298,2382,1964,1018,2299,5067,4182,1246,8320
Where Eagles Dare ,8863,2223,6668,2203,6238,882,8963,4533,3772,989
Circle of Friends,8075,3136,6261,9828,5097,5914,6383,8873,1649,8340
Milk and Honey,7373,9858,7440,8325,6897,7404,7397,6857,4145,8423
"Rainbow Six (Jack Ryan Universe, #10)",5655,2730,1972,2859,628,2242,785,5144,1643,1963
Fragile Things: Short Fictions and Wonders,2170,283,666,322,167,282,8841,377,3055,3521
Sister,8803,8998,2617,5065,3619,9915,2360,5379,7494,1911
"The Three-Body Problem (Remembrance of Earth’s Past, #1)",7120,1729,7604,4461,4961,7511,7573,4621,1738,5125
"Thief of Time (Discworld, #26; Death, #5)",1337,2554,2470,1924,2944,3362,2086,3200,2271,1368
Superman: Red Son,1623,532,9126,9238,3897,8420,568,9601,9660,4019
Three Junes,9743,6726,9966,7907,9178,6615,948,7369,3911,2975
The Autobiography of Benjamin Franklin,1333,3071,687,5081,3720,3572,6559,2175,366,3488
The Reason for God: Belief in an Age of Skepticism,3591,9751,7852,9518,4721,8707,3392,6613,9219,6902
"King of Thorns (The Broken Empire, #2)",1674,3483,4543,2828,3697,3532,6614,5494,7320,4472
"The Sins of the Father (The Clifton Chronicles, #2)",3914,5927,1854,5222,7033,5061,8199,6276,9628,4051
"Shadowland (The Mediator, #1)",5383,5194,5372,4234,5048,7308,4087,2075,8196,8980
"Killer (Pretty Little Liars, #6)",3365,2152,2402,2919,1824,4436,7192,8797,548,2929
Blue Ocean Strategy: How To Create Uncontested Market Space And Make The Competition Irrelevant,7547,3661,4059,4366,7873,2414,5786,7866,8034,5779
"Fang (Maximum Ride, #6)",2974,2282,2381,4659,1535,1351,569,3864,8443,8749
The Peach Keeper,3184,1689,2853,5124,4568,4141,7508,6328,9070,1814
The Napping House,6395,7925,4261,2907,728,6850,3303,2096,7075,1775
"The Short Drop (Gibson Vaughn, #1)",9646,2617,4912,9224,1065,6116,9492,8839,6940,8628
"You Suck (A Love Story, #2)",2034,1153,5412,4979,2923,3883,3036,4031,3254,2423
"Beautiful Oblivion (The Maddox Brothers, #1)",3192,861,4505,8889,6044,7051,6370,7381,7510,589
"A Fire Upon the Deep (Zones of Thought, #1)",4726,8495,7589,5356,9658,9398,5666,7604,3541,2325
"Practicing the Power of Now: Essential Teachings, Meditations, and Exercises from the Power of Now",3674,3707,9292,9826,790,3399,6426,1750,1847,5786
"The Face on the Milk Carton (Janie Johnson, #1)",9361,425,2122,5967,5585,77,234,2980,8177,8279
Put Me in the Zoo,6006,7016,9698,3762,4877,6395,2512,7611,2095,888
"Firelight (Firelight, #1)",5579,9926,3749,4648,1122,5566,6735,9165,6964,9013
Invisible Cities,8079,2027,5116,5754,4939,8440,3020,4711,5816,3764
"Flat-Out Love (Flat-Out Love, #1)",9423,8494,6365,2771,6849,5503,2141,7959,9256,9619
The Narrow Road to the Deep North,2018,6033,5908,1912,7455,5716,1161,7379,5700,8166
"The Claiming of Sleeping Beauty (Sleeping Beauty, #1)",4989,4820,9363,7812,9829,9618,9445,8096,3128,4311
"The Midwife: A Memoir of Birth, Joy, and Hard Times",8901,8515,4527,8843,6884,8053,737,6784,3561,1595
Hell's Angels: A Strange and Terrible Saga,5122,8323,8879,8167,1955,8996,1570,6317,8529,9958
Then Came You,2708,2589,1879,1748,3401,3847,4362,4431,2583,6328
"The Awakening (The Vampire Diaries, #1)",5322,7797,6658,1803,2394,3083,3486,5759,2593,2488
"It Had to Be You (Chicago Stars, #1)",6313,5646,4083,7159,5862,6067,6979,9159,8966,4416
Boomerang: Travels in the New Third World,2246,985,3385,6037,6603,5937,5495,8933,9222,4620
Fly Away Home,2704,1748,2589,2583,1879,4098,2575,3766,4051,8739
The Red and the Black,3379,9612,8570,4746,1887,3459,5189,4602,9839,4999
"The Virgin's Lover (The Plantagenet and Tudor Novels, #13)",700,1537,1501,3729,4129,9113,186,4368,9888,4113
"Incarceron (Incarceron, #1)",8643,8197,8320,6279,6891,6985,8154,4710,2984,5890
"Awake at Dawn (Shadow Falls, #2)",3424,1780,4761,5811,4587,7725,5965,6735,1724,4393
The Road to the Dark Tower: Exploring Stephen King's Magnum Opus,612,232,725,1698,936,806,915,953,1053,1589
"Starcrossed (Starcrossed, #1)",4408,6666,9926,5156,4343,5579,2956,8462,8749,5842
"Night Star (The Immortals, #5)",1861,3031,2529,1830,415,600,945,8851,224,9500
Dead Poets Society,5211,8677,4774,2023,6310,2411,8380,1597,6867,3770
Wreckage,2243,3987,8713,4787,6116,2332,4829,2551,2348,4736
"The Fifth Elephant (Discworld, #24; City Watch, #5)",2677,1924,2470,1342,2554,2271,1337,5099,894,3200
"The Sorcerer in the North (Ranger's Apprentice, #5)",2780,2164,1504,1399,3154,3157,1243,4000,7218,3627
Autobiography of a Yogi,4252,8907,4050,9534,2336,4796,5413,3480,7994,7291
"Hexed (The Iron Druid Chronicles, #2)",3188,3478,2154,3768,4651,9282,8725,8339,7834,5837
"Scary Stories to Tell in the Dark (Scary Stories, #1)",591,1530,545,7298,85,4375,6138,679,444,8210
Fool Me Once,3155,3161,2401,5459,3355,5196,2048,3394,4011,1433
Hiroshima,6064,6131,3776,3631,5885,87,9243,1420,7949,7569
Hate List,1244,8044,6034,4093,6674,5279,7565,4934,9501,6466
The Distance Between Us,830,1004,1297,4165,5649,4143,1453,1080,8219,363
